,id_user,timestamp,source,message,categories
31,57,2024-11-01,telegram,It shows pending and there is a cancel option,undefined
32,4145,2024-11-01,livechat,weres my game history,game_issue
33,4621,2024-11-01,livechat,The limit was €150. I then have to pay out the amount. I would like to continue playing,game_issue account_issue
34,5147,2024-11-01,livechat,"right. okay well have a good day, thank you!",undefined
35,1122,2024-11-01,telegram,I just deposited money and I did one spin and it took it all away all my money's gone how is that,spin_issue money_issue
36,5232,2024-11-01,livechat,that's random haha,undefined
37,5047,2024-11-01,livechat,in othe convo but my phone died,undefined
38,4421,2024-11-01,livechat,Hello I placed 9th in jackpot spins for last month,spin_issue game_issue
39,710,2024-11-01,livechat,Payment system account used by another user problem,account_issue
40,4157,2024-11-01,livechat,i am concerned,undefined
41,406,2024-11-01,telegram,Ok Gotit now thx,undefined
42,4073,2024-11-01,livechat,But on my end it isn’t “pending” it says completed,undefined
43,4133,2024-11-01,livechat,That percentage. Bar has not moved hundreds dollars sits there does it work,undefined
44,4958,2024-11-01,livechat,"\nNone of those reasons applied to me, so can you please check my deposit?",money_issue
45,2623,2024-11-01,livechat,PLEASE CONFIRM I DID NOT QUALIFY FOR WEEKILY CASHBACK,money_issue
46,4411,2024-11-01,livechat,All good for now,undefined
47,4756,2024-11-01,livechat,I wouldn't have wasted my money like that,money_issue
48,4134,2024-11-01,livechat,Now it says this when I try to play,game_issue
49,4684,2024-11-01,livechat,All you said was both my utility bills were dejected!,undefined
50,4857,2024-11-01,livechat,I don't know what else to give you!,undefined
51,4429,2024-11-01,livechat,It says my account is disabled,account_issue
52,4324,2024-11-01,livechat,Credit card australian dollars,undefined
53,1327,2024-11-01,livechat,Ok again thx,undefined
54,4342,2024-11-01,livechat,\nI want to withdraw to telegram wallet,undefined
55,72,2024-11-01,telegram,Never got my free play after my last bitcoin deposit,money_issue spin_issue game_issue
56,4938,2024-11-01,livechat,Sweet I’ll just report it then,undefined
57,5391,2024-11-01,livechat,I live in the USA,undefined
58,1666,2024-11-02,livechat,I got kicked off the game and when I lived back in it wwast there,game_issue
59,4640,2024-11-02,livechat,Send me to someone else,undefined
60,4834,2024-11-02,livechat,I’m sorry what is the fiat view,undefined
61,5266,2024-11-02,livechat,None of this applies to me.,undefined
62,5050,2024-11-02,livechat,ok as you say.,undefined
63,2782,2024-11-02,livechat,If you don't mind checking please,undefined
64,5514,2024-11-02,livechat,I cant enter website,undefined
65,4741,2024-11-02,livechat,"Oh okay then, thanks for help tho!, that was All I had 🙂",undefined
66,4729,2024-11-02,livechat,Is there 100 free spin sign up bonus,spin_issue money_issue
67,5152,2024-11-02,livechat,because they were credited immediately then,undefined
68,5465,2024-11-02,livechat,What time did I make the deposit,money_issue
69,4747,2024-11-02,livechat,"that’s why I chatted in to ask when they’d be credited.  I don’t have special needs, if they were showing as expired I wouldn’t ask when they’ll be credited.  I would’ve asked for an exception",undefined
70,4507,2024-11-02,livechat,maybe I bet too much,undefined
71,1498,2024-11-02,livechat,it was buy bonues,money_issue
72,5256,2024-11-02,livechat,Are you guys gonna put money in my fucking account because of your game glitching I bet fucking not,money_issue game_issue account_issue
73,268,2024-11-02,telegram,I was. Credited 60 an I activated it but it d not showing up,undefined
74,4954,2024-11-02,livechat,No that's all,undefined
75,752,2024-11-02,livechat,I had wagered through,undefined
76,4566,2024-11-02,livechat,can i get some free spins please,spin_issue
77,5098,2024-11-02,livechat,The spins wasn’t working so I canceled them bc I thot it would come thru after..,spin_issue
78,1934,2024-11-02,livechat,Hello Paul,undefined
79,2318,2024-11-02,livechat,Deactivated,undefined
80,4737,2024-11-02,livechat,It even said it on your signup page,undefined
81,4495,2024-11-02,livechat,It went straight to you,undefined
82,5474,2024-11-02,livechat,Can you send me new ppasdword,undefined
83,4526,2024-11-02,livechat,I need to speak with someone higher up cause this is bs,money_issue
84,1861,2024-11-02,livechat,I was wondering how to I claim the second part of my welcome package? Last time for the first part you guys manually entered my free spins,spin_issue
85,5237,2024-11-02,livechat,entering into our country and stealing the money. it's a violation to the country laws and harming the country economy and potentially committing financial frauds and thefts,money_issue account_issue
86,302,2024-11-02,telegram,Expired. I just received them a few days ago. I cannot use them until I am either out of funds or cash out correct? I work on receiving those by playing real money. Why would they expire so quickly before I get a chance to use them?,money_issue game_issue
87,302,2024-11-02,telegram,"Hello, I had 20, 30 & 75 free spins. They have been removed from my account. Please advise.",spin_issue account_issue
88,4668,2024-11-02,livechat,Hi was in a bonus and it didn’t pay me my winnings,money_issue game_issue
89,2047,2024-11-02,livechat,It was to u guys,undefined
90,5045,2024-11-02,livechat,Ok thankyou,undefined
91,1232,2024-11-02,telegram,I tried to withdrawl money from your site it says on my transactiion it was cancelled,money_issue
92,176,2024-11-02,telegram,Hello I know how to find the equivalent code the second three bonuses and I do not know how to do please and we hope to help,money_issue
93,176,2024-11-02,telegram,I wish to help me to know where the reward code is,undefined
94,2939,2024-11-02,livechat,I sent 6 or 7 yesterday,undefined
95,5662,2024-11-02,livechat,One second I'll get it for you,money_issue
96,68,2024-11-02,telegram,I figured :/ thanks anyways ❤️,undefined
97,2947,2024-11-02,livechat,About the VIP program,undefined
98,5657,2024-11-02,livechat,Do you have a data leak? Why am i getting this,undefined
99,1213,2024-11-02,telegram,I never received my deposit from moonpay,money_issue
100,1833,2024-11-02,livechat,Where and how?,undefined
101,4760,2024-11-02,livechat,I cant ringt in english  sorry bur you can translater,undefined
102,1277,2024-11-02,telegram,what other accounts are linked,account_issue
103,5104,2024-11-02,livechat,It’s not about that it’s about the algorithm,undefined
104,6142,2024-11-02,livechat,I appreciate that was just sensing to cover my basis thanks again I’ll be despairing again soon gotta get that next level lol,undefined
105,5642,2024-11-02,livechat,I would like to close/delete my account,account_issue
106,4785,2024-11-02,livechat,I have been using this site long time so I know when to get them or what not,undefined
107,5493,2024-11-02,livechat,n then its not there,undefined
108,1468,2024-11-02,livechat,Can you say me where is my lvl up bonus?,money_issue
109,3772,2024-11-02,livechat,It has been over an hour,undefined
110,5055,2024-11-02,livechat,I think i dont get them :(,undefined
111,5959,2024-11-03,livechat,the game with 163 won,game_issue
112,1292,2024-11-03,telegram,Did u enjoy our chat?,undefined
113,5173,2024-11-03,livechat,And that’s fine but you stated above that “as far as you can see the games paid me accordingly”,game_issue
114,2191,2024-11-03,livechat,Also had a couple identity breaches,undefined
115,4835,2024-11-03,livechat,It said cash out time 6 mins,money_issue
116,5206,2024-11-03,livechat,Hi I’m trying to activate my 20 free spins and once I select game it just won’t load is there something wrong with your end or can you help me activate,spin_issue game_issue
117,493,2024-11-03,livechat,i clicked on the 25 free spins in my account rewarda but it isnt doing the bonus spins?,spin_issue money_issue account_issue
118,4290,2024-11-03,livechat,Yesterday I tried to cash out,money_issue
119,130,2024-11-03,telegram,That doesnt make any sense whatsoever there is no logic in that and the fact that you are secretive about it makes it seem unjust especially when it's going incredibly slow ...  I had to have spent close to 500$ if not more to get 65 percent of the way there? Guaranteed out of the 100 spins I will win about thirty six cents.,spin_issue account_issue
120,1300,2024-11-03,telegram,I activated my 100 free spins but I had to refresh my page after only 3 but when I did the rest of my free spins aren’t loading,spin_issue
121,1300,2024-11-03,telegram,I tried everything you suggested and they still don’t work,undefined
122,5954,2024-11-03,livechat,I tried all that,undefined
123,5848,2024-11-03,livechat,I’m in Australia,undefined
124,1367,2024-11-03,livechat,it is saying my account is dissabled,account_issue
125,3773,2024-11-03,livechat,I have since made a new account but I'm very hesitant to even use your site anymore,spin_issue account_issue
126,4682,2024-11-03,livechat,Give me mynmoney,money_issue
127,5439,2024-11-03,livechat,my friends in Australia can login,account_issue
128,4971,2024-11-03,livechat,You said jack can you.please release.my account free ? You guys locked it up a few days back but I am hoping with time for good behavior you will consider nearly release,spin_issue game_issue account_issue
129,6075,2024-11-03,livechat,Yes it's my friend's WiFi,undefined
130,5201,2024-11-03,livechat,Can I ask that when ur talking to me that u actrully only talk to me,undefined
131,577,2024-11-03,livechat,Hey Adam are second chance spins going out soon,spin_issue
132,5638,2024-11-03,livechat,Why is my pending deposit link coming up to a page showing a error,money_issue
133,5109,2024-11-03,livechat,  If it did just cancel my account olease,account_issue
134,956,2024-11-03,telegram,I sent some XRP from wallet to my account but did not see the memo before sending.... will this still credit to my account?,account_issue
135,5927,2024-11-03,livechat,Because it’s impossible to win and I don’t feel like wasting anymore money,spin_issue money_issue
136,5137,2024-11-03,livechat,But when I don’t have the amount on my account to bet it will not bet /spin and I did not have 5000 to bet in the first place it was chosen in error so why did it dpin,spin_issue account_issue
137,2001,2024-11-03,livechat,Thus making it where people don't have to do this every time they are confused and or wondering why they have became an inactive player all of a sudden,game_issue
138,4897,2024-11-03,livechat,Aha now i got it,undefined
139,5540,2024-11-03,livechat,Whaaaa I only have one account,money_issue account_issue
140,5333,2024-11-03,livechat,I haven’t received the money back from a deposit I attempted. It was deducted from my account - I will show you the screenshot,money_issue account_issue
141,3122,2024-11-03,livechat,My identity was frauded barely got my credit card in mail,account_issue
142,6205,2024-11-03,livechat,is that it?,undefined
143,6138,2024-11-03,livechat,will I lose the bonus money?,money_issue
144,5724,2024-11-03,livechat,Hello I was promised 100 free spinn by signing up.  I just receive 20?,spin_issue
145,5705,2024-11-03,livechat,what region can I use I have vpn,undefined
146,1321,2024-11-03,telegram,When I log in it says there is account issues detected at the top of my screen in a red box,account_issue
147,6273,2024-11-03,livechat,I know I havnt got my bonus after i made a deposit for it in that timeframe,money_issue
148,5219,2024-11-03,livechat,"no one else has logged in to my internett adress, and i’ve only played at my Internett. This is so wrong",money_issue game_issue account_issue
149,5069,2024-11-03,livechat,when do I Get or back then?,undefined
150,2076,2024-11-03,livechat,I van ask.somebody why my transactjon is still pending?,undefined
151,6159,2024-11-03,livechat,I don't see it,undefined
152,1327,2024-11-03,telegram,Because I can not deposit using the card option as it has been taken away a while ago and I do not know how to use cryptocurrency,money_issue
153,1893,2024-11-03,livechat,I know I glitched or got robbed,undefined
154,6176,2024-11-03,livechat,Hi I remove daily limit get emeil clicking and it’s not remove show,account_issue
155,6074,2024-11-03,livechat,Then you is it that the promotion that i used said 100 free spins not 20,spin_issue
156,5221,2024-11-03,livechat,So when do I get my bonus,money_issue
157,6063,2024-11-03,livechat,can I send to casino email address directly,account_issue
158,5656,2024-11-03,livechat,said that can not send and was on red,undefined
159,4978,2024-11-03,livechat,"Hi , why isint the Monday bonus showing up for me ?",money_issue
160,5483,2024-11-03,livechat,It was still active and I didn’t receive the promotion,undefined
161,2061,2024-11-03,livechat,I'm deposited like 30 minutes ago it has like six confirmations but I don't see in my account,money_issue account_issue
162,6159,2024-11-03,livechat,It gives an option of Coinbase or it looks like a bitcoin symbol and an address. Do I click the bitcoin symbol address not Coinbase? Sorry.,money_issue
163,1281,2024-11-03,livechat,bit starz treasures with ltc coin,money_issue
164,5803,2024-11-04,livechat,I did so but it wasn't a code,undefined
165,5157,2024-11-04,livechat,"Hi I cashed out last week Thursday, I had to infill new details because my previous ones were no longer there. The cash out has been cashed out since Thursday and I’m still yet to receive it in my account",spin_issue money_issue account_issue
166,5092,2024-11-04,livechat,Quiero jugar desde españa y no me deja,undefined
167,5453,2024-11-04,livechat,it was very fast and i was happy,undefined
168,5648,2024-11-04,livechat,Hi im sorry this is the 3rd or 4th time they connect me to a speciist,undefined
169,6102,2024-11-04,livechat,I mean they didn't give me free games today they usually give me when I deposit.,money_issue spin_issue game_issue
170,579,2024-11-04,livechat,What.... why would your system allow that to happen this is faulty,undefined
171,5357,2024-11-04,livechat, I tried uploading a pdf version but it will not download,undefined
172,756,2024-11-04,livechat,What's that mean?,undefined
173,5253,2024-11-04,livechat,What size?,undefined
174,5074,2024-11-04,livechat,No that will be it but it won't let me go to the top of the page to to leave a like by your name??,undefined
175,5632,2024-11-04,livechat,Ok I will do that now,undefined
176,6012,2024-11-04,livechat,didn’t get that option,undefined
177,5425,2024-11-04,livechat,why did you just lie to me tho,undefined
178,5645,2024-11-04,livechat,"Well, I have to sign that it was sent",spin_issue
179,2201,2024-11-04,livechat,I want talk somebody about cashout,money_issue
180,925,2024-11-04,livechat,Ok to not bother you..most easy way is new id new acc and play..tnx on answers,game_issue account_issue
181,5199,2024-11-04,livechat,No there hasn’t been,undefined
182,6416,2024-11-04,livechat,"Hi, I’m trying to do a withdrawal but it’s not remembering my bank transfer details and I wanted to know why",account_issue
183,2399,2024-11-04,livechat,Yes but is almose 24h and is still pending and i dont get any email what is the reason,account_issue
184,4999,2024-11-04,livechat,Am i doing something wrong here or wats the deal? I don't wanna miss out on the sign up fs bonus 🙄,money_issue spin_issue game_issue
185,5925,2024-11-04,livechat,Iok thank you as the options to withdraw had changed,undefined
186,1627,2024-11-04,livechat,I didn't see any of my bonuses except for one,money_issue
187,6396,2024-11-04,livechat,"It's been 90 minutes since I requested it, are you sure everything is ok?",spin_issue
188,5228,2024-11-04,livechat,"Hey Sean, how are you?",undefined
189,4223,2024-11-04,livechat,Only with my New card,undefined
190,6302,2024-11-04,livechat,Hi  I was sent this promo to email and it doesn't seem to be working,account_issue
191,6161,2024-11-04,livechat,It says everything went well,undefined
192,2625,2024-11-04,livechat,hi i have a really big problem,undefined
193,5712,2024-11-04,livechat,What about the week before that,undefined
194,4909,2024-11-04,livechat,this is a really bad platform,undefined
195,6092,2024-11-04,livechat,Yes one moment please,money_issue
196,6261,2024-11-04,livechat,hello is allteady opening mi account.,account_issue
197,5266,2024-11-04,livechat,Free spins,spin_issue
198,5696,2024-11-04,livechat,I’m not used to minimum requirements on the amount of crypto I need to send and sent less than the minimum for bnb coin,account_issue
199,2214,2024-11-04,livechat,still here and 1 is gone,undefined
200,6101,2024-11-04,livechat,How to play,game_issue
201,6537,2024-11-04,livechat,Ok so i convert to eth erc-20 at the same time,undefined
202,6039,2024-11-04,livechat,reenable my accoun,account_issue
203,5149,2024-11-04,livechat,whats your position,money_issue
204,5111,2024-11-04,livechat,"in my email. and I would like to know how to activate it because I went to make a deposit, I entered the code and it says it was not registered. and so I did nothing and sent to you. what should i do?",money_issue account_issue
205,6318,2024-11-04,livechat,So when I try to log in it keeps saying wrong password try again,account_issue
206,2503,2024-11-04,livechat,Hello nova,undefined
207,6142,2024-11-05,livechat,My free ten spins,spin_issue
208,5469,2024-11-05,livechat,Nvm I got what you said thank u it's working now,undefined
209,6419,2024-11-05,livechat,hey i didnt get my weekly free spins,spin_issue
210,146,2024-11-05,telegram,It is in blockchain,undefined
211,5678,2024-11-05,livechat,I was logged out bc I sent btc transaction twice,money_issue account_issue
212,6144,2024-11-05,livechat,Yes l have checked,undefined
213,5777,2024-11-05,livechat,Alright thank you,undefined
214,5944,2024-11-05,livechat,OK hold on,undefined
215,5751,2024-11-05,livechat,ol ill upload it again then ;-),undefined
216,506,2024-11-05,livechat,Cuz I didn't receive it in my account I didn't receive it in my account,account_issue
217,5455,2024-11-05,livechat,Still facing issues,undefined
218,6072,2024-11-05,livechat,"It's a scam. Nobody gets paid from \""free sign up spins\""",spin_issue
219,5700,2024-11-05,livechat,I made a transfer,undefined
220,5196,2024-11-05,livechat,after but got that,undefined
221,6520,2024-11-05,livechat,Okay great thank you,undefined
222,2218,2024-11-05,livechat,I clicked yes to the offer then deposited 150,money_issue
223,5366,2024-11-05,livechat,Are you joking me? You can't provide anything?,undefined
224,1774,2024-11-05,livechat,Its Monday where I live,money_issue
225,6655,2024-11-05,livechat,Are you going to answer me or what,undefined
226,6579,2024-11-05,livechat,"No, if it’s a technical issue then I want my fucking money back all thousand dollars of it",money_issue
227,6042,2024-11-05,livechat,I would like to request a CASH BONUS based on my consistent PLAY FOR ALMOST A YEAR!! I have never withdrawn!!! I just keep pumping money into this site without any player advantages at all!!!!,money_issue game_issue
228,2553,2024-11-05,livechat,Deactivated,undefined
229,5833,2024-11-05,livechat,Hello I was playing ur game crash and it just started taking my money and freezing and kept on repeat taking Money and starting to repeat I couldn't do nothing,money_issue spin_issue game_issue
230,6347,2024-11-05,livechat,Why in the fuck are you stealing my money? How come I haven’t been able to hit a bonus in over $1000?,money_issue
231,6348,2024-11-05,livechat,what promos can i have please,undefined
232,5208,2024-11-05,livechat,and you never provide any customer support other than copy and paste messages,undefined
233,5977,2024-11-05,livechat,slots* and I won’t accept the bull shit 20 cent free spins,spin_issue
234,2403,2024-11-05,livechat,Please David,undefined
235,5723,2024-11-05,livechat,And it still hasn't credited correct,undefined
236,4847,2024-11-05,livechat,Theres nothing wrong with the bill,undefined
237,6632,2024-11-05,livechat,It messed up on the last round I played,game_issue
238,6447,2024-11-05,livechat,Ok It’s up to u I’m cool,undefined
239,1440,2024-11-05,telegram,Pending was blue before,undefined
240,2613,2024-11-05,livechat,"I was just in a chat with Paul, are you able to put me back on to him?",undefined
241,5948,2024-11-05,livechat,Oh one more thing,money_issue
242,6315,2024-11-05,livechat,Oh hi there Mia!,undefined
243,5213,2024-11-05,livechat,Hi. Can you put me with a live support agent please?,undefined
244,2250,2024-11-05,livechat,Thank so much I really  appreciate  it,undefined
245,1702,2024-11-05,livechat,Hello Harvey I need a new wallet address so I can deposit to the site for some reason it is not allowing me to send to that wallet anymore,money_issue
246,4327,2024-11-05,livechat,Have a great day I will let you go I could talk to you all day LOL,undefined
247,3893,2024-11-05,livechat,Told you the winnings of the $25 was the final winning of all of the spins that triggered the free spins,spin_issue
248,3105,2024-11-05,livechat,Without being disastrous right LOL never wanted to do that but I do want to display how I feel For someone to visualize very well in their mind,spin_issue
249,5419,2024-11-05,livechat,Didnt get enough bonus of How much i deposit last day I think,money_issue
250,1183,2024-11-05,livechat,"That's the screen shot if the block chain that shows that I successfully  deposited onto my account. And I waited till today to contact you guys, because I wasn't sure if the bonus came on right away, or if it came on the next day",money_issue game_issue account_issue
251,1675,2024-11-05,livechat,The money has not been returned to my bank account,money_issue account_issue
252,1468,2024-11-05,telegram,I don't see my deposit,money_issue
253,6564,2024-11-05,livechat,and sorry if I made you upset,undefined
254,2754,2024-11-05,livechat,Hi I have a question about 200 free spins,spin_issue
255,6634,2024-11-06,livechat,This  is my polish id,undefined
256,1831,2024-11-06,livechat,This is only one of 200 spins am talking about,spin_issue money_issue
257,6689,2024-11-06,livechat,The Halloween voodoo,undefined
258,5866,2024-11-06,livechat, this past week I put a lot of money into this casino,money_issue
259,6250,2024-11-06,livechat,I know I was betting real money ok,money_issue
260,6423,2024-11-06,livechat,yes it closed years ago - I will try and find where the money is now I have th bsb abs the account number,money_issue account_issue
261,2414,2024-11-06,livechat,I wae just given 10 free spins plAyed them and won a big win on the free games then it said i was i fun mode and reissued 10 more spins why did you all reset te VC ame because won. This is the sec otime,money_issue spin_issue game_issue
262,6255,2024-11-06,livechat,3.1.2 last 4 lines,undefined
263,5984,2024-11-06,livechat,Okay so how do I request it.  Like 0.002 is too much but the 0.001 is only 71,undefined
264,5942,2024-11-06,livechat,None of these apply to me,undefined
265,6673,2024-11-06,livechat,Hello. Can you please add code 170mania bonus for me please. I made 2 separate deposits. Support said they would add it manually. I didn’t have enough after my first depoait,money_issue
266,6202,2024-11-06,livechat,no I click on the game gemza under rewards and it takes me to the game just doesn’t play the free spins,spin_issue game_issue
267,6288,2024-11-06,livechat,"I made a deposit of $30. And the rates must have changed at the very last second, and it's just barely under the minimum.Can you please push it through",money_issue
268,5556,2024-11-06,livechat,hey Nicholas,undefined
269,2787,2024-11-06,livechat,I withdrew some money and was only supposed to allow me $100 but y'all let me withdraw $110. I thought y'all would take it and then I put more back in I just want to make sure this won't screw me like last time,money_issue
270,5505,2024-11-06,livechat,on my account page,account_issue
271,6573,2024-11-06,livechat,Oh ok      wow.,undefined
272,5778,2024-11-06,livechat,Should I try again?,undefined
273,5562,2024-11-06,livechat,"Hi, I've deposited some ethereum but it has not credited my balance yet",money_issue
274,3614,2024-11-06,livechat,Can you please ask someone if something can be done here,undefined
275,6833,2024-11-06,livechat,I tired to use the Wednesday special but it didn't work,undefined
276,6062,2024-11-06,livechat,Simply a waste of of time for me to have explained or Elaborated the situation when you don’t give a damn let alone do anything about it,undefined
277,3209,2024-11-06,livechat,So from $50 there was no win,undefined
278,6607,2024-11-06,livechat,So at least I know the details are correct,account_issue
279,3041,2024-11-06,livechat,How much money have you guys taken so far from people who have not made the minimum deposit amount ? Millions?,money_issue account_issue
280,127,2024-11-06,telegram,"Hahaha sweet, thanks",undefined
281,1816,2024-11-06,livechat,Need to talk about my money,money_issue
282,2885,2024-11-06,livechat,COMPENSATE,undefined
283,424,2024-11-06,telegram,where are the free spins i thought i got when i deposited,spin_issue money_issue
284,2700,2024-11-06,livechat,"I would like to ask for a refund. I played Wild Bingo and bet one time. I thought I was placing my second bet and then the 3rd one but it uped m,y bet instead to 15 bucks i thought i was pushing the button to spin not place a higher bet",money_issue spin_issue game_issue
285,2976,2024-11-06,livechat,"my account on skrill, i use 2 adresses one is primary the other one secondary i can use them both",money_issue account_issue
286,127,2024-11-06,telegram,Your support is good,undefined
287,2381,2024-11-06,livechat,Plus I don’t wanna have more than one and I thought I had one on my current email address I’d like to just make sure I only have one please forgive me,money_issue account_issue
288,1874,2024-11-06,livechat,Well this one has money on it,money_issue
289,2426,2024-11-06,livechat,I didn’t play yet,game_issue
290,1579,2024-11-06,livechat,could you tell me how many ltc confirmations I have,undefined
291,6459,2024-11-06,livechat,another one,money_issue
292,107,2024-11-06,telegram,Is there something wrong with your games?,game_issue
293,3232,2024-11-06,livechat,"I’m good also , Okay thank you",undefined
294,2656,2024-11-06,livechat,I still have not receive,undefined
295,3048,2024-11-06,livechat,"I know that I already opened a ticket. But meanwhile I feel scammed and I read I lots of forums, that there are many people with the same Problem and they Never saw the money back. They used all the same payment Method Like me",spin_issue money_issue account_issue
296,3190,2024-11-06,livechat,I deposited 3x last night can you tell me how mich I'm eligible for,money_issue
297,1302,2024-11-06,telegram,Why is this not available other sites do for loyal players,game_issue
298,446,2024-11-06,telegram,What games do i have to play for my bonus wager??,money_issue game_issue
299,5383,2024-11-06,livechat,I want to cash out,money_issue
300,448,2024-11-06,telegram,"I took hours deciding who I was going to choose to make my home for online gambling after having tried at least 30 different sites.  Yours looks the most legit, great games. And I thought the offers were upfront. I read that offer so many times making sure I get value for money.",money_issue game_issue
301,1200,2024-11-06,livechat,I am not talking about ltc,undefined
302,2378,2024-11-06,livechat,I don’t know how this happened. I have two factor authentication on and everything. This is ridiculous.,undefined
303,254,2024-11-06,livechat,The last 3 deposits I have not received,money_issue
304,191,2024-11-06,livechat,I got disconnected from another chat about me not receiving 3 deposits,money_issue
305,310,2024-11-06,telegram,NICE!!!!,undefined
306,2766,2024-11-06,livechat,and what is the bonus I have gotten in return,money_issue
307,1215,2024-11-06,telegram,Sorry. I made a mistake.   Sent USDT to eth address.  So it is not showing in balance    Please add 8.4 USDT now.,undefined
308,224,2024-11-06,telegram,Hi my birthday was yesterday and I didn’t get gift 🥲,undefined
309,285,2024-11-06,telegram,Why didn't I receive spins,spin_issue
310,265,2024-11-06,telegram,My deposit it says error and pending,money_issue
311,2119,2024-11-06,livechat,I deposited over 100 dollars,money_issue
312,3413,2024-11-06,livechat,Can you take off the bonus?,money_issue
313,3039,2024-11-07,livechat,They say finished not played. As you can see there’s no wager even set,money_issue game_issue
314,463,2024-11-07,telegram,Hi I need to verify my email address but I dnt have access to my email anymore my registered email is ****@gmail.com,account_issue
315,2472,2024-11-07,livechat,Can I speak to a rep,undefined
316,2291,2024-11-07,livechat,Look for the gambling license. you will need that. No company with a valid gambling license is allowed to act like this!!,undefined
317,2311,2024-11-07,livechat,on that first page i lost 8 and won 2,undefined
318,2152,2024-11-07,livechat,What are you talking about?It's still Wednesday before then.It's only wednesday at five o'clock,undefined
319,355,2024-11-07,telegram,Can you look and see what's going on with my deposit that I made recently but it's been over an hour,money_issue
320,3060,2024-11-07,livechat,Yes need to change my email and phone I email but no changes,account_issue
321,3440,2024-11-07,livechat,I can’t find it anywhere in the history I seen it clearest day popped up on my screen. I had the big pink banner saying level 15 reached you’ve been awarded $200.,spin_issue money_issue
322,3264,2024-11-07,livechat,When I first started playing the alien fruits two game I saw level up reached you have been awarded $200. I didn’t stop to check it or anything.,game_issue
323,3307,2024-11-07,livechat,I had just made a deposit not too long before and it went through just fine with the same amount,money_issue account_issue
324,2120,2024-11-07,livechat,I win a jackpot,game_issue
325,3051,2024-11-07,livechat,Were did my money go if I cashed out,money_issue
326,2404,2024-11-07,livechat,Hi Lisa how r u,undefined
327,2562,2024-11-07,livechat,"Hello , today I received the Wednesday free spins and so I started playing them and then something came up where I had to set my phone down and so because of that I was logged out . Whenever I try to go back to the game I was playing with the free spins that I had never finished, it doesn't go back too my free spins like it normally does.",spin_issue game_issue account_issue
328,475,2024-11-07,telegram,Why is my cash out takes long,money_issue
329,5002,2024-11-07,livechat,otherwise i dont deposit,money_issue
330,2720,2024-11-07,livechat,Which other active do i need to remove to get my withdrawal from last week,undefined
331,2119,2024-11-07,livechat,I signed up but didn't get my 100 spins no deposit,spin_issue money_issue
332,3072,2024-11-07,livechat,Was that the same as before,undefined
333,2399,2024-11-07,livechat,if you would look at my deposit history i made it all within the required time frame,money_issue
334,482,2024-11-07,telegram,I tried to login and it keeps saying my account is disabled,account_issue
335,3305,2024-11-07,livechat,"I did check my history, they were offered but I missed the email",account_issue
336,2367,2024-11-07,livechat,No deposit free spins are not in my account.    But I was emailed this offer,spin_issue money_issue account_issue
